City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Medal
Moscow,1980,Athletics,Athletics,4x400m relay,NAZAROVA  Irina,Women,URS,Gold
Moscow,1980,Athletics,Athletics,4x400m relay,THIELE  Klaus,Men,GDR,Silver
Moscow,1980,Athletics,Athletics,decathlon,THOMPSON  Daley,Men,GBR,Gold
Moscow,1980,Athletics,Athletics,discus throw,LESOVAIA  Tatiana,Women,URS,Bronze
Moscow,1980,Athletics,Athletics,hammer throw,LITVINOV  Sergei,Men,URS,Silver
Moscow,1980,Athletics,Athletics,4x400m relay,BECK  Volker,Men,GDR,Silver
Moscow,1980,Athletics,Athletics,pole vault,SLUSARSKI  Tadeusz,Men,POL,Silver
Moscow,1980,Athletics,Athletics,100m,WELLS  Allan,Men,GBR,Gold
Moscow,1980,Athletics,Athletics,4x400m relay,KRUG  Barbara,Women,GDR,Silver
Moscow,1980,Athletics,Athletics,triple jump,DE OLIVEIRA  Joao Carlos,Men,BRA,Bronze
Moscow,1980,Athletics,Athletics,4x400m relay,PROROCHENKO  Tatiana,Women,URS,Gold
Moscow,1980,Athletics,Athletics,3000m steeplechase,BAYI  Filbert,Men,TAN,Silver
Moscow,1980,Athletics,Athletics,100m hurdles,LANGER  Lucyna,Women,POL,Bronze
Moscow,1980,Athletics,Athletics,400m hurdles,ARKHIPENKO  Vasili,Men,URS,Silver
Moscow,1980,Athletics,Athletics,marathon,NIJBOER  Gerard,Men,NED,Silver
Moscow,1980,Athletics,Athletics,4x400m relay,KOCH  Marita,Women,GDR,Silver
Moscow,1980,Athletics,Athletics,4x100m relay,LANNAMAN  Sonia,Women,GBR,Bronze
Moscow,1980,Athletics,Athletics,20km walk,WIESER  Roland,Men,GDR,Bronze
Moscow,1980,Athletics,Athletics,4x100m relay,HUNTE-OAKES  Heather,Women,GBR,Bronze
Moscow,1980,Athletics,Athletics,200m,OTTEY-PAGE  Merlene,Women,JAM,Bronze
Moscow,1980,Athletics,Athletics,pentathlon,RUKAVISHNIKOVA  Olga,Women,URS,Silver
Moscow,1980,Athletics,Athletics,5000m,NYAMBUI  Suleiman,Men,TAN,Silver
Moscow,1980,Athletics,Athletics,800m,COE  Sebastian,Men,GBR,Silver
Moscow,1980,Athletics,Athletics,4x400m relay,LINGE  Mikhail,Men,URS,Gold
Moscow,1980,Athletics,Athletics,4x400m relay,VALIULIS  Remigius,Men,URS,Gold
Moscow,1980,Athletics,Athletics,110m hurdles,CASANAS RAMIREZ  Alejandro,Men,CUB,Silver
Moscow,1980,Athletics,Athletics,4x100m relay,RICHARD  Antoine,Men,FRA,Bronze
Moscow,1980,Athletics,Athletics,4x100m relay,BARRE  Patrick,Men,FRA,Bronze
Moscow,1980,Athletics,Athletics,long jump,KOLPAKOVA  Tatiana,Women,URS,Gold
Moscow,1980,Athletics,Athletics,5000m,YIFTER  Miruts,Men,ETH,Gold
Moscow,1980,Athletics,Athletics,discus throw,BUGAR  Imrich,Men,TCH,Silver
Moscow,1980,Athletics,Athletics,1500m,KAZANKINA  Tatiana,Women,URS,Gold
Moscow,1980,Athletics,Athletics,400m,KRATOHVILOVA  Jarmila,Women,TCH,Silver
Moscow,1980,Athletics,Athletics,100m,KONDRATIEVA  Liudmila,Women,URS,Gold
Moscow,1980,Athletics,Athletics,4x100m relay,BOCHINA  Natalia,Women,URS,Silver
Moscow,1980,Athletics,Athletics,pentathlon,KURAGINA  Olga,Women,URS,Bronze
Moscow,1980,Athletics,Athletics,4x400m relay,KNEBEL  Andreas,Men,GDR,Silver
Moscow,1980,Athletics,Athletics,110m hurdles,MUNKELT  Thomas,Men,GDR,Gold
Moscow,1980,Athletics,Athletics,triple jump,UUDMAE  Yaak,Men,URS,Gold
Moscow,1980,Athletics,Athletics,100m,OELSNER-GÖHR  Marlies,Women,GDR,Silver
Moscow,1980,Athletics,Athletics,4x100m relay,LICZNERSKI  Zenon,Men,POL,Silver
Moscow,1980,Athletics,Athletics,200m,MENNEA  Pietro,Men,ITA,Gold
Moscow,1980,Athletics,Athletics,800m,OVETT  Steve,Men,GBR,Gold
Moscow,1980,Athletics,Athletics,4x400m relay,SCHAFFER  Frank,Men,GDR,Silver
Moscow,1980,Athletics,Athletics,4x400m relay,CHERNETSKI  Nikolai,Men,URS,Gold
Moscow,1980,Athletics,Athletics,decathlon,ZHELANOV  Sergei,Men,URS,Bronze
Moscow,1980,Athletics,Athletics,1500m,STRAUB  Jürgen,Men,GDR,Silver
Moscow,1980,Athletics,Athletics,long jump,SKACHKO  Tatiana,Women,URS,Bronze
Moscow,1980,Athletics,Athletics,20km walk,POCHINCHUK  Piotr,Men,URS,Silver
Moscow,1980,Athletics,Athletics,200m,WELLS  Allan,Men,GBR,Silver
Moscow,1980,Athletics,Athletics,shot put,KRACHEVSKAIA  Svetlana,Women,URS,Silver
Moscow,1980,Athletics,Athletics,javelin throw,COLON  Maria,Women,CUB,Gold
Moscow,1980,Athletics,Athletics,4x100m relay,MURAVYOV  Vladimir,Men,URS,Gold
Moscow,1980,Athletics,Athletics,long jump,PASCHEK  Frank,Men,GDR,Silver
Moscow,1980,Athletics,Athletics,4x100m relay,BARRE  Pascal,Men,FRA,Bronze
Moscow,1980,Athletics,Athletics,50km walk,LLOPART RIBAS  Jorge,Men,ESP,Silver
Moscow,1980,Athletics,Athletics,shot put,SCHOKNECHT-SLUPIANEK  Ilona,Women,GDR,Gold
Moscow,1980,Athletics,Athletics,shot put,DROESE-PUFE  Margitta,Women,GDR,Bronze
Moscow,1980,Athletics,Athletics,high jump,WSZOLA  Jacek,Men,POL,Silver
Moscow,1980,Athletics,Athletics,100m,LEONARD SARRIA  Silvio,Men,CUB,Silver
Moscow,1980,Athletics,Athletics,discus throw,DELIS  Luis,Men,CUB,Bronze
Moscow,1980,Athletics,Athletics,400m,MITCHELL  Richard,Men,AUS,Silver
Moscow,1980,Athletics,Athletics,200m,BOCHINA  Natalia,Women,URS,Silver
Moscow,1980,Athletics,Athletics,4x400m relay,MENNEA  Pietro,Men,ITA,Bronze
Moscow,1980,Athletics,Athletics,4x100m relay,ZHARKOVA-MASLAKOVA  Liudmila,Women,URS,Silver
Moscow,1980,Athletics,Athletics,4x400m relay,GOISHCHIK  Tatiana,Women,URS,Gold
Moscow,1980,Athletics,Athletics,400m,KOCH  Marita,Women,GDR,Gold
Moscow,1980,Athletics,Athletics,100m,AUERSWALD-LANGE  Ingrid,Women,GDR,Bronze
Moscow,1980,Athletics,Athletics,100m,PETROV  Peter,Men,BUL,Bronze
Moscow,1980,Athletics,Athletics,4x100m relay,MÜLLER  Romy,Women,GDR,Gold
Moscow,1980,Athletics,Athletics,high jump,SIMEONI  Sara,Women,ITA,Gold
Moscow,1980,Athletics,Athletics,4x400m relay,ZIUSKOVA  Nina,Women,URS,Gold
Moscow,1980,Athletics,Athletics,4x100m relay,WORONIN  Marian,Men,POL,Silver
Moscow,1980,Athletics,Athletics,400m,SCHAFFER  Frank,Men,GDR,Bronze
Moscow,1980,Athletics,Athletics,200m,QUARRIE  Donald,Men,JAM,Bronze
Moscow,1980,Athletics,Athletics,decathlon,KUTSENKO  Yuri,Men,URS,Silver
Moscow,1980,Athletics,Athletics,100m hurdles,KOMISOVA  Vera,Women,URS,Gold
Moscow,1980,Athletics,Athletics,4x100m relay,AUERSWALD-LANGE  Ingrid,Women,GDR,Gold
Moscow,1980,Athletics,Athletics,4x400m relay,HOYTE-SMITH  Joslyn,Women,GBR,Bronze
Moscow,1980,Athletics,Athletics,marathon,CIERPINSKI  Waldemar,Men,GDR,Gold
Moscow,1980,Athletics,Athletics,high jump,FREIMUTH  Jörg,Men,GDR,Bronze
Moscow,1980,Athletics,Athletics,discus throw,VERGOVA-PETKOVA  Maria,Women,BUL,Silver
Moscow,1980,Athletics,Athletics,110m hurdles,PUCHKOV  Aleksandr,Men,URS,Bronze
Moscow,1980,Athletics,Athletics,javelin throw,HANISCH  Wolfgang,Men,GDR,Bronze
Moscow,1980,Athletics,Athletics,4x100m relay,OELSNER-GÖHR  Marlies,Women,GDR,Gold
Moscow,1980,Athletics,Athletics,high jump,KIRST  Jutta,Women,GDR,Bronze
Moscow,1980,Athletics,Athletics,800m,MINEEVA  Olga,Women,URS,Silver
Moscow,1980,Basketball,Basketball,basketball,VECCHIATIO  Renzo,Men,ITA,Silver
Moscow,1980,Basketball,Basketball,basketball,GENERALI  Pietro,Men,ITA,Silver
Moscow,1980,Basketball,Basketball,basketball,SKROCE  Branko,Men,YUG,Gold
Moscow,1980,Basketball,Basketball,basketball,BECIRSPAHIC  Mersada,Women,YUG,Bronze
Moscow,1980,Basketball,Basketball,basketball,IVINSKAIA  Tatiana,Women,URS,Gold
Moscow,1980,Basketball,Basketball,basketball,OVECHKINA  Tatiana,Women,URS,Gold
Moscow,1980,Basketball,Basketball,basketball,SALNIKOV  Aleksandr,Men,URS,Bronze
Moscow,1980,Basketball,Basketball,basketball,BJEDOV  Mira,Women,YUG,Bronze
Moscow,1980,Basketball,Basketball,basketball,TKACHENKO  Vladimir,Men,URS,Bronze
Moscow,1980,Basketball,Basketball,basketball,DERMENDJIEVA  Vania,Women,BUL,Silver
Moscow,1980,Basketball,Basketball,basketball,STOYANOVA  Penka,Women,BUL,Silver
Moscow,1980,Basketball,Basketball,basketball,BONAMICO  Marco,Men,ITA,Silver
Moscow,1980,Basketball,Basketball,basketball,MILOSERDOV  Valeri,Men,URS,Bronze
Moscow,1980,Basketball,Basketball,basketball,MAKAVEEVA  Petkana,Women,BUL,Silver
Moscow,1980,Basketball,Basketball,basketball,SHARMAI  Liubov,Women,URS,Gold
Moscow,1980,Basketball,Basketball,basketball,BESSELENE  Vida,Women,URS,Gold
Moscow,1980,Basketball,Basketball,basketball,SUKHARNOVA  Olga,Women,URS,Gold
Moscow,1980,Basketball,Basketball,basketball,EREMIN  Stanislav,Men,URS,Bronze
Moscow,1980,Basketball,Basketball,basketball,MYSHKIN  Anatoli,Men,URS,Bronze
Moscow,1980,Basketball,Basketball,basketball,KNEGO  Andro,Men,YUG,Gold
Moscow,1980,Basketball,Basketball,basketball,SLAVTCHEVA-STEFANOVA  Evladia,Women,BUL,Silver
Moscow,1980,Basketball,Basketball,basketball,JERKOV  Zeljko,Men,YUG,Gold
Moscow,1980,Basketball,Basketball,basketball,FERYABNIKOVA  Nelli,Women,URS,Gold
Moscow,1980,Basketball,Basketball,basketball,MARZORATI  Pierluigi,Men,ITA,Silver
Moscow,1980,Basketball,Basketball,basketball,GILARDI  Enrico,Men,ITA,Silver
Moscow,1980,Basketball,Basketball,basketball,SLAVNIC  Zoran,Men,YUG,Gold
Moscow,1980,Basketball,Basketball,basketball,BARISHEVA-KOROSTELEVA  Olga,Women,URS,Gold
Moscow,1980,Basketball,Basketball,basketball,KRSTULOVIC  Duje,Men,YUG,Gold
Moscow,1980,Basketball,Basketball,basketball,BRUNAMONTI  Roberto,Men,ITA,Silver
Moscow,1980,Basketball,Basketball,basketball,MIKHAILOVA  Snezhana,Women,BUL,Silver
Moscow,1980,Basketball,Basketball,basketball,KICANOVIC  Dragan,Men,YUG,Gold
Moscow,1980,Basketball,Basketball,basketball,DELLA FIORI  Fabrizio,Men,ITA,Silver
Moscow,1980,Basketball,Basketball,basketball,BELOSTENNYI  Aleksandr,Men,URS,Bronze
Moscow,1980,Basketball,Basketball,basketball,DELIBASIC  Mirza,Men,YUG,Gold
Moscow,1980,Basketball,Basketball,basketball,KOMNENOVIC  Jelica,Women,YUG,Bronze
Moscow,1980,Basketball,Basketball,basketball,METODIEVA  Penka,Women,BUL,Silver
Moscow,1980,Basketball,Basketball,basketball,RADKOVA  Kostadinka,Women,BUL,Silver
Moscow,1980,Basketball,Basketball,basketball,MIKHAILOVA  Angelina,Women,BUL,Silver
Moscow,1980,Basketball,Basketball,basketball,SEMENOVA  Iuliana,Women,URS,Gold
Moscow,1980,Basketball,Basketball,basketball,IOVAISHA  Sergei,Men,URS,Bronze
Moscow,1980,Basketball,Basketball,basketball,VILLALTA  Renato,Men,ITA,Silver
Moscow,1980,Basketball,Basketball,basketball,SOLFRINI  Marco,Men,ITA,Silver
Moscow,1980,Basketball,Basketball,basketball,BOGDANOVA  Krasimira,Women,BUL,Silver
Moscow,1980,Basketball,Basketball,basketball,RADOVANOVIC  Ratko,Men,YUG,Gold
Moscow,1980,Basketball,Basketball,basketball,ZAKHAROVA-NADIROVA  Tatiana,Women,URS,Gold
Moscow,1980,Basketball,Basketball,basketball,BRAINOVA  Diana,Women,BUL,Silver
Moscow,1980,Basketball,Basketball,basketball,TARAKANOV  Sergei,Men,URS,Bronze
Moscow,1980,Basketball,Basketball,basketball,DJURASKOVIC  Vera,Women,YUG,Bronze
Moscow,1980,Basketball,Basketball,basketball,GERMANOVA  Silvia,Women,BUL,Silver
Moscow,1980,Basketball,Basketball,basketball,DJURKOVIC  Zorica,Women,YUG,Bronze
Moscow,1980,Basketball,Basketball,basketball,TONKOVIC  Marija,Women,YUG,Bronze
Moscow,1980,Basketball,Basketball,basketball,MENEGHIN  Dino,Men,ITA,Silver
Moscow,1980,Basketball,Basketball,basketball,PERAZIC  Jasmina,Women,YUG,Bronze
Moscow,1980,Basketball,Basketball,basketball,LOPATOV  Andrei,Men,URS,Bronze
Moscow,1980,Basketball,Basketball,basketball,ROGOZHINA  Liudmila,Women,URS,Gold
Moscow,1980,Basketball,Basketball,basketball,SACCHETTI  Romeo,Men,ITA,Silver
Moscow,1980,Basketball,Basketball,basketball,RUPSHENE  Angelia,Women,URS,Gold
Moscow,1980,Basketball,Basketball,basketball,COSIC  Kresimir,Men,YUG,Gold
Moscow,1980,Basketball,Basketball,basketball,GOLTCHEVA  Nadka,Women,BUL,Silver
Moscow,1980,Basketball,Basketball,basketball,ZHIGILY  Vladimir,Men,URS,Bronze
Moscow,1980,Basketball,Basketball,basketball,MITIC  Vukica,Women,YUG,Bronze
Moscow,1980,Basketball,Basketball,basketball,DERIUGIN  Nikolai,Men,URS,Bronze
Moscow,1980,Basketball,Basketball,basketball,DALIPAGIC  Drazen,Men,YUG,Gold
Moscow,1980,Basketball,Basketball,basketball,NAKIC-VOJNOVIC  Mihovil,Men,YUG,Gold
Moscow,1980,Basketball,Basketball,basketball,ZIZIC  Rajko,Men,YUG,Gold
Moscow,1980,Basketball,Basketball,basketball,MAJSTOROVIC  Biljana,Women,YUG,Bronze
Moscow,1980,Basketball,Basketball,basketball,PEKIC  Sofija,Women,YUG,Bronze
Moscow,1980,Basketball,Basketball,basketball,BELOV  Sergei,Men,URS,Bronze
Moscow,1980,Basketball,Basketball,basketball,SYLVESTER  Michael,Men,ITA,Silver
Moscow,1980,Basketball,Basketball,basketball,OZEGOVIC  Sanja,Women,YUG,Bronze
Moscow,1980,Basketball,Basketball,basketball,SHUVAEVA-OLKHOVA  Nadezhda,Women,URS,Gold
Moscow,1980,Basketball,Basketball,basketball,DESPOTOVIC  Vesna,Women,YUG,Bronze
Moscow,1980,Boxing,Boxing,60 - 63.5kg (light-welterweight),OLIVA  Patrizio,Men,ITA,Gold
Moscow,1980,Boxing,Boxing,75 - 81kg (light-heavyweight),ROJAS  Ricardo,Men,CUB,Bronze
Moscow,1980,Boxing,Boxing,- 48kg (light-flyweight),LI  Byong Uk,Men,PRK,Bronze
Moscow,1980,Boxing,Boxing,57 - 60kg (lightweight),ADACH  Kazimierz,Men,POL,Bronze
Moscow,1980,Boxing,Boxing,- 48kg (light-flyweight),MUSTAFOV  Ismail,Men,BUL,Bronze
Moscow,1980,Boxing,Boxing,54 - 57kg (featherweight),FINK  Rudi,Men,GDR,Gold
Moscow,1980,Boxing,Boxing,51 - 54kg (bantamweight),HERNANDEZ  Juan,Men,CUB,Gold
Moscow,1980,Boxing,Boxing,51 - 54kg (bantamweight),ANTHONY  Michael,Men,GUY,Bronze
Moscow,1980,Boxing,Boxing,67 - 71kg (light-middleweight),MARTINEZ  Armando,Men,CUB,Gold
Moscow,1980,Boxing,Boxing,63.5 - 67kg (welterweight),SZCZERBA  Kazimierz,Men,POL,Bronze
Moscow,1980,Boxing,Boxing,48 - 51kg (flyweight),VARADI  Janos,Men,HUN,Bronze
Moscow,1980,Boxing,Boxing,60 - 63.5kg (light-welterweight),KONAKBAEV  Serik,Men,URS,Silver
Moscow,1980,Boxing,Boxing,60 - 63.5kg (light-welterweight),WILLIS  Anthony,Men,GBR,Bronze
Moscow,1980,Boxing,Boxing,54 - 57kg (featherweight),KOSEDOWSKI  Krzysztof,Men,POL,Bronze
Moscow,1980,Boxing,Boxing,51 - 54kg (bantamweight),PINANGO  Bernardo Jose,Men,VEN,Silver
Moscow,1980,Boxing,Boxing,+ 81kg (heavyweight),STEVENSON  Teofilo,Men,CUB,Gold
Moscow,1980,Boxing,Boxing,67 - 71kg (light-middleweight),FRANEK  Jan,Men,TCH,Bronze
Moscow,1980,Boxing,Boxing,54 - 57kg (featherweight),HORTA  Adolfo,Men,CUB,Silver
Moscow,1980,Boxing,Boxing,67 - 71kg (light-middleweight),KÄSTNER  Detlef,Men,GDR,Bronze
Moscow,1980,Boxing,Boxing,57 - 60kg (lightweight),NOWAKOWSKI  Richard,Men,GDR,Bronze
Moscow,1980,Boxing,Boxing,57 - 60kg (lightweight),DEMIANENKO  Viktor,Men,URS,Silver
Moscow,1980,Boxing,Boxing,+ 81kg (heavyweight),FANGHÄNEL  Jürgen,Men,GDR,Bronze
Moscow,1980,Boxing,Boxing,48 - 51kg (flyweight),LESOV  Petr,Men,BUL,Gold
Moscow,1980,Boxing,Boxing,67 - 71kg (light-middleweight),KOSHKIN  Aleksandr,Men,URS,Silver
Moscow,1980,Boxing,Boxing,63.5 - 67kg (welterweight),MUGABI  John,Men,UGA,Silver
Moscow,1980,Boxing,Boxing,51 - 54kg (bantamweight),CIPERE  Dumitru,Men,ROU,Bronze
Moscow,1980,Boxing,Boxing,71-75kg,SILAGHI  Valentin,Men,ROU,Bronze
Moscow,1980,Boxing,Boxing,75 - 81kg (light-heavyweight),BAUCH  Herbert,Men,GDR,Bronze
Moscow,1980,Boxing,Boxing,+ 81kg (heavyweight),ZAEV  Piotr,Men,URS,Silver
Moscow,1980,Boxing,Boxing,+ 81kg (heavyweight),LEVAI  Istvan,Men,HUN,Bronze
Moscow,1980,Boxing,Boxing,71-75kg,SAVCHENKO  Viktor,Men,URS,Silver
Moscow,1980,Boxing,Boxing,- 48kg (light-flyweight),RAMOS  Hipolito,Men,CUB,Silver
Moscow,1980,Boxing,Boxing,71-75kg,GOMEZ  Jose,Men,CUB,Gold
Moscow,1980,Boxing,Boxing,60 - 63.5kg (light-welterweight),AGUILAR  Jose,Men,CUB,Bronze
Moscow,1980,Boxing,Boxing,75 - 81kg (light-heavyweight),KACAR  Slobodan,Men,YUG,Gold
Moscow,1980,Boxing,Boxing,48 - 51kg (flyweight),MIROSHNICHENKO  Viktor,Men,URS,Silver
Moscow,1980,Boxing,Boxing,57 - 60kg (lightweight),HERRERA VERA  Angel,Men,CUB,Gold
Moscow,1980,Boxing,Boxing,63.5 - 67kg (welterweight),ALDAMA CABRERA  Andres,Men,CUB,Gold
Moscow,1980,Boxing,Boxing,63.5 - 67kg (welterweight),KRÜGER  Karl-Heinz,Men,GDR,Bronze
Moscow,1980,Boxing,Boxing,54 - 57kg (featherweight),RYBAKOV  Viktor,Men,URS,Bronze
Moscow,1980,Boxing,Boxing,71-75kg,RYBICKI  Jerzy,Men,POL,Bronze
Moscow,1980,Boxing,Boxing,75 - 81kg (light-heavyweight),SKRZECZ  Pawel,Men,POL,Silver
Moscow,1980,Boxing,Boxing,- 48kg (light-flyweight),SABIROV  Shamil,Men,URS,Gold
Moscow,1980,Boxing,Boxing,48 - 51kg (flyweight),RUSSELL  Hugh,Men,IRL,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),PATZAICHIN  Ivan,Men,ROU,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),MELNIKOVA  Antonina,Women,URS,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),SZABO  Istvan,Men,HUN,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),VASKUTI  Istvan,Men,HUN,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),RAMOS MISIONE  Luis Gregorio,Men,ESP,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),PARFENOVICH  Vladimir,Men,URS,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),POSTREKHIN  Sergei,Men,URS,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),HEUKRODT  Olaf,Men,GDR,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),DIBA  Vasile,Men,ROU,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),BORISOV  Borislav,Men,BUL,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),POSTREKHIN  Sergei,Men,URS,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),MARG  Harald,Men,GDR,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),FISCHER  Birgit,Women,GDR,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),LOBANOV  Yuri,Men,URS,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),CHUKHRAI  Sergei,Men,URS,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),MENENDEZ RODRIGUEZ  Herminio,Men,ESP,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),CHUKHRAI  Sergei,Men,URS,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),DIBA  Vasile,Men,ROU,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),SUMEGI  John,Men,AUS,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),MENENDEZ RODRIGUEZ  Herminio,Men,ESP,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),ILKOV  Nikolai,Men,BUL,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),BIRLADEANU  Ion,Men,ROU,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),LIUBENOV  Liubomir,Men,BUL,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),GOPOVA-TROFIMOVA  Nina,Women,URS,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),KHRISTOV  Lazar,Men,BUL,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),ZAKARIAS  Maria,Women,HUN,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),YURCHENKO  Vasili,Men,URS,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),ZAFIU  Mihai,Men,ROU,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),OLBRICHT  Bernd,Men,GDR,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),OLBRICHT  Bernd,Men,GDR,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),FOLTAN  Laszlo,Men,HUN,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),PARFENOVICH  Vladimir,Men,URS,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),CAPUSTA  Petre,Men,ROU,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),DUVIGNEAU  Bernd,Men,GDR,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),PARFENOVICH  Vladimir,Men,URS,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),MILENKOV  Bojiar,Men,BUL,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),HEUKRODT  Olaf,Men,GDR,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),LEUE  Eckhard,Men,GDR,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),GENÄUSS  Carsta,Women,GDR,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),LIUBENOV  Liubomir,Men,BUL,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),HELM  Rüdiger,Men,GDR,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),SIMIONOV  Toma,Men,ROU,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),ESEANU  Nicusor,Men,ROU,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),KREFT-ALEKSEEVA  Galina,Women,URS,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),ANANIEV  Borislav,Men,BUL,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),HELM  Rüdiger,Men,GDR,Gold
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),JOOS  Istvan,Men,HUN,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),LEBAS  Alain,Men,FRA,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),MADEJA  Uwe,Men,GDR,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),GESHEVA  Vania,Women,BUL,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),HELM  Rüdiger,Men,GDR,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),GEANTA  Ion,Men,ROU,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),DEL RIEGO GORDON  Guillermo,Men,ESP,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),RAKUSZ  Eva,Women,HUN,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),PATZAICHIN  Ivan,Men,ROU,Silver
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),MANEV  Ivan,Men,BUL,Bronze
Moscow,1980,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),BISCHOF  Martina,Women,GDR,Gold
Moscow,1980,Cycling,Cycling Road,team time trial,KASHIRIN  Yuri,Men,URS,Gold
Moscow,1980,Cycling,Cycling Road,team time trial,SKODA  Jiri,Men,TCH,Bronze
Moscow,1980,Cycling,Cycling Road,team time trial,LOGVIN  Oleg,Men,URS,Gold
Moscow,1980,Cycling,Cycling Road,individual road race,SUKHORUCHENKOV  Sergei,Men,URS,Gold
Moscow,1980,Cycling,Cycling Road,team time trial,YARKIN  Anatoli,Men,URS,Gold
Moscow,1980,Cycling,Cycling Road,individual road race,BARINOV  Yuri,Men,URS,Bronze
